,sender,receiver,message,timestamp
91,ross,chandler,"alright, alright, maybe it'll take my mind off it. do you promise to buy me a big thumb finger?",1994-09-22 00:00:43
92,chandler,ross,you got it.,1994-09-22 00:00:44
93,rachel,phoebe,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
94,rachel,kiki,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
95,rachel,chandler,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
96,rachel,ross,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
97,rachel,joanne,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
98,rachel,joey,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
99,rachel,boys,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
100,rachel,leslie,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
101,rachel,monica,"look look look look look, my first pay check! look at the window, there's my name! hi, me!",1994-09-22 00:00:45
102,phoebe,kiki,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
103,phoebe,chandler,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
104,phoebe,ross,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
105,phoebe,joanne,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
106,phoebe,joey,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
107,phoebe,boys,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
108,phoebe,rachel,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
109,phoebe,leslie,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
110,phoebe,monica,"i remember the day i got my first pay check. there was a cave in in one of the mines, and eight people were killed.",1994-09-22 00:00:46
111,monica,phoebe,"wow, you worked in a mine?",1994-09-22 00:00:47
112,phoebe,monica,"i worked in a dairy queen, why?",1994-09-22 00:00:48
113,rachel,phoebe,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
114,rachel,kiki,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
115,rachel,chandler,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
116,rachel,ross,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
117,rachel,joanne,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
118,rachel,joey,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
119,rachel,boys,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
120,rachel,leslie,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
121,rachel,monica,"god, isn't this exciting? i earned this. i wiped tables for it, i steamed milk for it, and it was totally- (opens envelope) -not worth it. who's fica? why's he getting all my money? i mean, what- chandler, look at that.",1994-09-22 00:00:49
122,chandler,rachel,"(looking) oh, this is not that bad.",1994-09-22 00:00:50
123,joey,rachel,"oh, you're fine, yeah, for a first job.",1994-09-22 00:00:51
124,ross,rachel,"you can totally, totally live on this.",1994-09-22 00:00:52
125,monica,rachel,"yeah, yeah.",1994-09-22 00:00:53
126,ross,rachel,"oh, by the way, great service tonight.",1994-09-22 00:00:54
127,phoebe,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
128,kiki,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
129,chandler,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
130,ross,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
131,joanne,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
132,joey,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
133,boys,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
134,leslie,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
135,monica,rachel,oh! yeah! (they get their wallets out and give generous tips),1994-09-22 00:00:55
136,boys,phoebe,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
137,boys,kiki,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
138,boys,chandler,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
139,boys,ross,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
140,boys,joanne,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
141,boys,joey,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
142,boys,rachel,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
143,boys,leslie,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
144,boys,monica,"hockey! (they go to leave but are blocked by leslie, kiki and joanne. a pause as the boys stare at them) hockey! hockey. (exit boys)",1994-09-22 00:00:56
145,leslie,rachel,(looking round) rachel?,1994-09-22 00:00:57
146,rachel,leslie,"oh my god! (rachel, leslie, kiki and joanne all scream and hug each other)",1994-09-22 00:00:58
147,rachel,kiki,"oh my god! (rachel, leslie, kiki and joanne all scream and hug each other)",1994-09-22 00:00:58
148,rachel,joanne,"oh my god! (rachel, leslie, kiki and joanne all scream and hug each other)",1994-09-22 00:00:58
149,monica,phoebe,(to phoebe) i swear i've seen birds do this on wild kingdom.,1994-09-22 00:00:59
150,rachel,leslie,what are you guys doing here?,1994-09-22 00:01:00
151,rachel,kiki,what are you guys doing here?,1994-09-22 00:01:00
152,rachel,joanne,what are you guys doing here?,1994-09-22 00:01:00
153,kiki,rachel,"well, we were in the city shopping, and your mom said you work here, aaand it's true!",1994-09-22 00:01:01
154,joanne,rachel,look at you in the apron. you look like you're in a play.,1994-09-22 00:01:02
155,rachel,leslie,"(to (pregnant) leslie) look at you, you are so big i can't believe it!",1994-09-22 00:01:03
156,leslie,rachel,i know. i know! i'm a duplex.,1994-09-22 00:01:04
157,rachel,joanne,(to joanne) so what's going on with you?,1994-09-22 00:01:05
158,joanne,rachel,"well, guess who my dad's making partner in his firm? (points to herself; they all scream)",1994-09-22 00:01:06
159,joanne,leslie,"well, guess who my dad's making partner in his firm? (points to herself; they all scream)",1994-09-22 00:01:06
160,joanne,kiki,"well, guess who my dad's making partner in his firm? (points to herself; they all scream)",1994-09-22 00:01:06
161,kiki,rachel,and while we're on the subject of news.. (holds up her finger to show a ring; they all scream),1994-09-22 00:01:07
162,kiki,leslie,and while we're on the subject of news.. (holds up her finger to show a ring; they all scream),1994-09-22 00:01:07
163,kiki,joanne,and while we're on the subject of news.. (holds up her finger to show a ring; they all scream),1994-09-22 00:01:07
164,phoebe,rachel,"(to monica) look, look, i have elbows! (they scream)",1994-09-22 00:01:08
165,phoebe,leslie,"(to monica) look, look, i have elbows! (they scream)",1994-09-22 00:01:08
166,phoebe,kiki,"(to monica) look, look, i have elbows! (they scream)",1994-09-22 00:01:08
167,phoebe,joanne,"(to monica) look, look, i have elbows! (they scream)",1994-09-22 00:01:08
168,chandler,joey,...poulet passes it up to leech! (passes to joey),1994-09-22 00:01:09
169,joey,ross,"leech spots messier in the crease- there's the pass! (kicks it to ross, but ross is staring into a shop window)",1994-09-22 00:01:10
170,chandler,kiki,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
171,chandler,ross,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
172,chandler,joanne,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
173,chandler,joey,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
174,chandler,rachel,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
175,chandler,leslie,we'll take a brief time out while messier stops to look at some women's shoes.,1994-09-22 00:01:11
176,ross,chandler,"carol was wearing boots just like those the night that we- we first- y'know. fact, she, uh- she never took'em off, 'cause we-we- (off chandler's look) sorry. sorry.",1994-09-22 00:01:12
177,ross,joey,"carol was wearing boots just like those the night that we- we first- y'know. fact, she, uh- she never took'em off, 'cause we-we- (off chandler's look) sorry. sorry.",1994-09-22 00:01:12
178,joey,ross,what?,1994-09-22 00:01:13
179,ross,chandler,peach pit.,1994-09-22 00:01:14
180,ross,joey,peach pit.,1994-09-22 00:01:14
181,chandler,ross,"yes, bunny?",1994-09-22 00:01:15
182,ross,chandler,"(points) peach pit. that night we, uh- we had-",1994-09-22 00:01:16
183,ross,joey,"(points) peach pit. that night we, uh- we had-",1994-09-22 00:01:16
184,joey,ross,-peaches?,1994-09-22 00:01:17
185,ross,joey,"actually, nectarines, but basically..",1994-09-22 00:01:18
186,chandler,joey,(to joey) could've been a peach.,1994-09-22 00:01:19
187,ross,chandler,"then, uh, then we got dressed, and i-i... i walked her to the- (looks up, realises, and points) -the bus stop... i'm fine.",1994-09-22 00:01:20
188,ross,joey,"then, uh, then we got dressed, and i-i... i walked her to the- (looks up, realises, and points) -the bus stop... i'm fine.",1994-09-22 00:01:20
189,joey,chandler,"hey, that woman's got an ass like carol's! (they turn to stare at him) what? thought we were trying to find stuff.",1994-09-22 00:01:21
190,joey,ross,"hey, that woman's got an ass like carol's! (they turn to stare at him) what? thought we were trying to find stuff.",1994-09-22 00:01:21
191,rachel,kiki,"so c'mon, you guys, tell me all the dirt!",1994-09-22 00:01:22
192,rachel,joanne,"so c'mon, you guys, tell me all the dirt!",1994-09-22 00:01:22
193,rachel,leslie,"so c'mon, you guys, tell me all the dirt!",1994-09-22 00:01:22
194,kiki,rachel,"well, the biggest news is still you dumping barry at the altar!",1994-09-22 00:01:23
195,joanne,rachel,alright. let's talk reality for a second.,1994-09-22 00:01:24
196,rachel,joanne,okay.,1994-09-22 00:01:25
197,joanne,rachel,when are you coming home?,1994-09-22 00:01:26
198,rachel,joanne,"what? guys, i'm not.",1994-09-22 00:01:27
199,joanne,rachel,"c'mon, this is us.",1994-09-22 00:01:28
200,rachel,joanne,i'm not! this is what i'm doing now. i've got this job-,1994-09-22 00:01:29
201,rachel,kiki,i'm not! this is what i'm doing now. i've got this job-,1994-09-22 00:01:29
202,rachel,leslie,i'm not! this is what i'm doing now. i've got this job-,1994-09-22 00:01:29
203,kiki,rachel,waitressing?,1994-09-22 00:01:30
204,rachel,kiki,"okay, i'm not just waitressing. i'm.. i, um... i write the specials on the specials board, and, uh... and i, uh... i take the uh dead flowers out of the vase... oh, and, um, sometimes artelle lets me put the little chocolate blobbies on the cookies.",1994-09-22 00:01:31
205,rachel,joanne,"okay, i'm not just waitressing. i'm.. i, um... i write the specials on the specials board, and, uh... and i, uh... i take the uh dead flowers out of the vase... oh, and, um, sometimes artelle lets me put the little chocolate blobbies on the cookies.",1994-09-22 00:01:31
206,rachel,leslie,"okay, i'm not just waitressing. i'm.. i, um... i write the specials on the specials board, and, uh... and i, uh... i take the uh dead flowers out of the vase... oh, and, um, sometimes artelle lets me put the little chocolate blobbies on the cookies.",1994-09-22 00:01:31
207,leslie,rachel,well. your mom didn't tell us about the blobbies.,1994-09-22 00:01:32
208,monica,rachel,"hey, rach. how was it with your friends? (she and phoebe scream) okay! how would you like some tiki death punch? (pours the contents of the blender into glasses)",1994-09-22 00:01:33
209,monica,phoebe,"hey, rach. how was it with your friends? (she and phoebe scream) okay! how would you like some tiki death punch? (pours the contents of the blender into glasses)",1994-09-22 00:01:33
210,rachel,monica,what's that?,1994-09-22 00:01:34
211,monica,rachel,"weeeell, it's rum, and-",1994-09-22 00:01:35
212,rachel,monica,okay. (grabs the blender and starts to drink),1994-09-22 00:01:36
213,monica,rachel,"we thought since phoebe was staying over tonight we'd have kinda like a slumber party thing. we got some trashy magazines, we got cookie dough, we got twister.. (phone rings, monica goes to answer)",1994-09-22 00:01:37
214,monica,phoebe,"we thought since phoebe was staying over tonight we'd have kinda like a slumber party thing. we got some trashy magazines, we got cookie dough, we got twister.. (phone rings, monica goes to answer)",1994-09-22 00:01:37
215,phoebe,monica,"ooh! ooh! and i brought operation! but, um, i lost the tweezers, so we can't operate. but we can prep the guy!",1994-09-22 00:01:38
216,phoebe,rachel,"ooh! ooh! and i brought operation! but, um, i lost the tweezers, so we can't operate. but we can prep the guy!",1994-09-22 00:01:38
217,monica,rachel,"uh, rach, it's the visa card people.",1994-09-22 00:01:39
218,rachel,monica,"oh, god, ask them what they want.",1994-09-22 00:01:40
219,monica,rachel,"(phone) could you please tell me what this is in reference to? ...yes, hold on. (to rach) um, they say there's been some unusual activity on your account.",1994-09-22 00:01:41
220,rachel,monica,but i haven't used my card in weeks!,1994-09-22 00:01:42
221,monica,rachel,"that is the unusual activity. look, they just wanna see if you're okay.",1994-09-22 00:01:43
222,rachel,monica,"they wanna know if i'm okay. okay.. they wanna know if i'm okay, okay, let's see. well, let's see, the fica guys took all my money, everyone i know is either getting married, or getting promoted, or getting pregnant, and i'm getting coffee! and it's not even for me! so if that sounds like i'm okay, okay, then you can tell them i'm okay, okay?",1994-09-22 00:01:44
223,monica,visa card representative,"(pauses, then, to phone) uh- rachel has left the building, can you call back?",1994-09-22 00:01:45
224,rachel,monica,"alright, c'mon! (miserably) let's play twister!",1994-09-22 00:01:46
225,rachel,phoebe,"alright, c'mon! (miserably) let's play twister!",1994-09-22 00:01:46
226,ross,phoebe,"(squeezing past people) sorry, sorry... uh-oh.",1994-09-22 00:01:47
227,ross,joey,"(squeezing past people) sorry, sorry... uh-oh.",1994-09-22 00:01:47
228,ross,monica,"(squeezing past people) sorry, sorry... uh-oh.",1994-09-22 00:01:47
229,ross,rachel,"(squeezing past people) sorry, sorry... uh-oh.",1994-09-22 00:01:47
230,ross,chandler,"(squeezing past people) sorry, sorry... uh-oh.",1994-09-22 00:01:47
231,chandler,ross,what? there was ice there that night with carol? plastic seats? four thousand angry pittsburgh fans?,1994-09-22 00:01:48
232,ross,chandler,"no, actually i was just saying it looks like we're not sitting together. but now you mention it, there was ice there that night... it was the first frost...",1994-09-22 00:01:49
233,joey,ross,"c'mon, sit. just sit down, sit.",1994-09-22 00:01:50
234,joey,chandler,"c'mon, sit. just sit down, sit.",1994-09-22 00:01:50
235,monica,rachel,you should feel great about yourself! you're doing this amazing independence thing!,1994-09-22 00:01:51
236,rachel,monica,"monica, what is so amazing? i gave up, like, everything. and for what?",1994-09-22 00:01:52
237,phoebe,rachel,you are just like jack.,1994-09-22 00:01:53
238,rachel,phoebe,...jack from downstairs?,1994-09-22 00:01:54
239,phoebe,rachel,"no, jack and the beanstalk.",1994-09-22 00:01:55
240,monica,rachel,"ah, the other jack.",1994-09-22 00:01:56
241,phoebe,rachel,"yeah, right! see, he gave up something, but then he got those magic beans. and then he woke up, and there was this, this big plant outside his window, full of possibilities and stuff.. and he lived in a village, and you live in the village..",1994-09-22 00:01:57
242,rachel,phoebe,"okay, but pheebs, pheebs, jack gave up a cow, i gave up an orthodontist. okay, i-i-i know, i know i didn't love him-",1994-09-22 00:01:58
243,phoebe,rachel,"oh, see, jack did love the cow.",1994-09-22 00:01:59
244,rachel,phoebe,"but see, it was a plan. y'know, it was clear. it was figured out, and now everything's just kinda like-",1994-09-22 00:02:00
245,phoebe,rachel,floopy?,1994-09-22 00:02:01
246,rachel,phoebe,yeah.,1994-09-22 00:02:02
247,monica,rachel,"so what, you're not the only one. i mean, half the time we don't know where we're going. you've just gotta figure at some point it's all gonna come together, and it's just gonna be... un-floopy.",1994-09-22 00:02:03
248,phoebe,monica,"oh, like that's a word.",1994-09-22 00:02:04
249,rachel,monica,"okay, but monica, what if- what if it doesn't come together?",1994-09-22 00:02:05
250,monica,phoebe,...pheebs?,1994-09-22 00:02:06
251,phoebe,monica,"oh, well... 'cause.... you just... i don't like this question.",1994-09-22 00:02:07
252,phoebe,rachel,"oh, well... 'cause.... you just... i don't like this question.",1994-09-22 00:02:07
253,rachel,monica,"okay, see, see, you guys, what if we don't get magic beans? i mean, what if all we've got are.. beans?",1994-09-22 00:02:08
254,rachel,phoebe,"okay, see, see, you guys, what if we don't get magic beans? i mean, what if all we've got are.. beans?",1994-09-22 00:02:08
255,ross,phoebe,"get him! get him! get him! get- yesss! not laughing now, are ya pal!",1994-09-22 00:02:09
256,ross,joey,"get him! get him! get him! get- yesss! not laughing now, are ya pal!",1994-09-22 00:02:09
257,ross,monica,"get him! get him! get him! get- yesss! not laughing now, are ya pal!",1994-09-22 00:02:09
258,ross,rachel,"get him! get him! get him! get- yesss! not laughing now, are ya pal!",1994-09-22 00:02:09
259,ross,chandler,"get him! get him! get him! get- yesss! not laughing now, are ya pal!",1994-09-22 00:02:09
260,chandler,ross,"(to ross) see buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",1994-09-22 00:02:10
261,ross,phoebe,pass it! pass it!,1994-09-22 00:02:11
262,ross,joey,pass it! pass it!,1994-09-22 00:02:11
263,ross,monica,pass it! pass it!,1994-09-22 00:02:11
264,ross,rachel,pass it! pass it!,1994-09-22 00:02:11
265,ross,chandler,pass it! pass it!,1994-09-22 00:02:11
266,chandler,phoebe,he's open!,1994-09-22 00:02:12
267,chandler,ross,he's open!,1994-09-22 00:02:12
268,chandler,joey,he's open!,1994-09-22 00:02:12
269,chandler,rachel,he's open!,1994-09-22 00:02:12
270,chandler,monica,he's open!,1994-09-22 00:02:12
271,ross,phoebe,shoot! shoot! shoot!,1994-09-22 00:02:13
272,ross,chandler,shoot! shoot! shoot!,1994-09-22 00:02:13
273,ross,ross,shoot! shoot! shoot!,1994-09-22 00:02:13
274,ross,joey,shoot! shoot! shoot!,1994-09-22 00:02:13
275,ross,rachel,shoot! shoot! shoot!,1994-09-22 00:02:13
276,ross,monica,shoot! shoot! shoot!,1994-09-22 00:02:13
277,chandler,phoebe,"hey, look, we're on that tv thing!",1994-09-22 00:02:14
278,chandler,ross,"hey, look, we're on that tv thing!",1994-09-22 00:02:14
279,chandler,joey,"hey, look, we're on that tv thing!",1994-09-22 00:02:14
280,chandler,rachel,"hey, look, we're on that tv thing!",1994-09-22 00:02:14
281,chandler,monica,"hey, look, we're on that tv thing!",1994-09-22 00:02:14
282,chandler,receptionist,(to receptionist)'scuse me.,1994-09-22 00:02:15
283,receptionist,phoebe,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
284,receptionist,chandler,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
285,receptionist,pizza guy,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
286,receptionist,ross,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
287,receptionist,joey,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
288,receptionist,rachel,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
290,receptionist,kid,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
291,receptionist,monica,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
292,receptionist,pizza guy,"(holds up her hand- she is on the phone) it says to call this number if you're not completely satisfied with this candy bar. well, i'm not completely satisfied.",1994-09-22 00:02:16
293,chandler,receptionist,"listen, it's kind of an emergency. well, i guess you know that, or we'd be in the predicament room.",1994-09-22 00:02:17
294,receptionist,chandler,"(to phone) hold on. (to chandler) fill these out, sit over there. (tosses him some forms)",1994-09-22 00:02:18
295,ross,receptionist,"(jumps to his feet) look, i don't wanna make any trouble, okay, but i'm in a lot of pain here, alright? my face is dented.",1994-09-22 00:02:19
296,receptionist,ross,"well, you'll have to wait your turn.",1994-09-22 00:02:20
297,joey,receptionist,"well, how long do you think it'll be?",1994-09-22 00:02:21
298,receptionist,joey,(sarcastic) any minute now.,1994-09-22 00:02:22
299,ross,receptionist,"hey, this- (she gives him a look and the guys back off) heyy...",1994-09-22 00:02:23
300,rachel,monica,"i'm so sorry, you guys. i didn't mean to bring you down.",1994-09-22 00:02:24
301,rachel,phoebe,"i'm so sorry, you guys. i didn't mean to bring you down.",1994-09-22 00:02:24
302,monica,rachel,"no, you were right. i don't have a plan. (a knock at the door)",1994-09-22 00:02:25
303,pizza guy,monica,pizza guy.,1994-09-22 00:02:26
304,pizza guy,rachel,pizza guy.,1994-09-22 00:02:26
305,pizza guy,phoebe,pizza guy.,1994-09-22 00:02:26
306,rachel,monica,thank god. food. (she goes to get it),1994-09-22 00:02:27
307,monica,phoebe,phoebe?,1994-09-22 00:02:28
308,phoebe,monica,what?,1994-09-22 00:02:29
309,monica,phoebe,do you have a plan?,1994-09-22 00:02:30
310,phoebe,monica,i don't even have a 'pl'.,1994-09-22 00:02:31
311,pizza guy,monica,"hi, one, uh, mushroom, green pepper and onion?",1994-09-22 00:02:32
312,pizza guy,rachel,"hi, one, uh, mushroom, green pepper and onion?",1994-09-22 00:02:32
313,pizza guy,phoebe,"hi, one, uh, mushroom, green pepper and onion?",1994-09-22 00:02:32
314,rachel,pizza guy,"(miserable) no, no, that's not what we ordered... we ordered a fat-free crust with extra cheese.",1994-09-22 00:02:33
315,pizza guy,receptionist,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
316,pizza guy,phoebe,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
317,pizza guy,chandler,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
318,pizza guy,ross,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
319,pizza guy,joey,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
320,pizza guy,rachel,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
322,pizza guy,kid,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
323,pizza guy,monica,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
324,pizza guy,pizza guy,"wait, you're not 'g.stephanopoulos'? man, my dad's gonna kill me!",1994-09-22 00:02:34
325,monica,pizza guy,(leaps the couch and runs up) wait! did you say 'g.stephanopoulos'?,1994-09-22 00:02:35
326,pizza guy,monica,"yeah. this one goes across the street, i must have given him yours. oh, bonehead, bonehead!",1994-09-22 00:02:36
327,monica,pizza guy,"wait, was this a-a small mediterranean guy with curiously intelligent good looks?",1994-09-22 00:02:37
328,pizza guy,monica,"yeah, that sounds about right.",1994-09-22 00:02:38
329,monica,pizza guy,was he wearing a stunning blue suit?,1994-09-22 00:02:39
330,phoebe,pizza guy,and-and a power tie?,1994-09-22 00:02:40
331,pizza guy,monica,"no, pretty much just a towel.",1994-09-22 00:02:41
332,pizza guy,phoebe,"no, pretty much just a towel.",1994-09-22 00:02:41
333,monica,receptionist,(staggered) oh god.,1994-09-22 00:02:42
334,monica,phoebe,(staggered) oh god.,1994-09-22 00:02:42
335,monica,chandler,(staggered) oh god.,1994-09-22 00:02:42
336,monica,pizza guy,(staggered) oh god.,1994-09-22 00:02:42
337,monica,ross,(staggered) oh god.,1994-09-22 00:02:42
338,monica,joey,(staggered) oh god.,1994-09-22 00:02:42
339,monica,rachel,(staggered) oh god.,1994-09-22 00:02:42
341,monica,kid,(staggered) oh god.,1994-09-22 00:02:42
342,monica,pizza guy,(staggered) oh god.,1994-09-22 00:02:42
343,pizza guy,monica,so you guys want me to take this back?,1994-09-22 00:02:43
344,pizza guy,rachel,so you guys want me to take this back?,1994-09-22 00:02:43
345,pizza guy,phoebe,so you guys want me to take this back?,1994-09-22 00:02:43
346,monica,pizza guy,are you nuts?! we've got george stephanopoulos' pizza!,1994-09-22 00:02:44
347,rachel,phoebe,"uh, pheebs? who's george snuffalopagus?",1994-09-22 00:02:45
348,phoebe,rachel,big bird's friend.,1994-09-22 00:02:46
349,monica,receptionist,i see pizza!,1994-09-22 00:02:47
350,monica,phoebe,i see pizza!,1994-09-22 00:02:47
351,monica,chandler,i see pizza!,1994-09-22 00:02:47
352,monica,pizza guy,i see pizza!,1994-09-22 00:02:47
353,monica,ross,i see pizza!,1994-09-22 00:02:47
354,monica,joey,i see pizza!,1994-09-22 00:02:47
355,monica,rachel,i see pizza!,1994-09-22 00:02:47
357,monica,kid,i see pizza!,1994-09-22 00:02:47
358,monica,pizza guy,i see pizza!,1994-09-22 00:02:47
359,phoebe,receptionist,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
360,phoebe,chandler,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
361,phoebe,pizza guy,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
362,phoebe,ross,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
363,phoebe,joey,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
364,phoebe,rachel,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
366,phoebe,kid,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
367,phoebe,monica,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
368,phoebe,pizza guy,"oh, i wanna see! lemme see! lemme see! (runs up and takes the binoculars)",1994-09-22 00:02:48
369,rachel,monica,hello? who are we spying on?,1994-09-22 00:02:49
370,rachel,phoebe,hello? who are we spying on?,1994-09-22 00:02:49
